"sample","p_cncr9254","p_cntrl9744","p_cncr2193","p_cncr5103","p_cncr9379","p_cntrl8450","p_cncr9674","p_cntrl4930","p_cncr1282","p_cntrl1266","p_cntrl3501","p_cncr7595","p_cncr2992","p_cncr5928","p_cntrl1083","p_cncr5269","p_cncr5428","p_cncr7863","p_cncr6232","p_cncr6008","p_cncr7650","p_cntrl8718","p_cntrl7961","p_cntrl6150","p_cntrl1211","p_cncr6234","p_cncr2844","p_cncr2962","p_cncr3365","p_cncr9197"
"00011110111001011000",202357,6300,596860,85,27091,104949,85793,31508,44061,54716,15513,97860,930325,13201708,16394,38574,186520,78562,1619,29449,200673,4770409,1272,165333,1272,602000,920749,7242,47972,160826
"00101111101110000110",249027,1403,1594,157165,28715,301637,14563,5472,8533,412424,19053,22557,5345,814400,678110,117834,1048287,3983,919182,6800,975360,4320425,8474,1353,2628,9807,10275,16643,3249,4887
"00110010100000101000",75,18988,472109,194,2868,5677,31531,3748,375813,98866,46530,170146,66480,25707,4902,54558,2320,28247359,361117,232884,2507,114109,2266,5885,363077,126974,180948,19968,1963917,103532
"11110101101100000100",24328,2087,531987,31849,2116,102449,641609,149473,583511,26235,6783,1131082,494243,802049,245827,510246,68201,473307,3420515,63522,327297,97974,59752,7173,3783,24486,223606,209569,368,284218
"10101100111110011011",7698,2,243,334,226,78067,10,24390,227790,369,3833,2618,34296,2269999,90292,70,638,309,28,10952,25289,130168,611,2116,16,831547,115782,26987,282,15
"01111010001011110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110110100001010101",60014,388,211528,70584,1386,14747,50443,163023,144349,270803,4750,13449,248320,480133,4141,240886,168436,926211,58350,1112622,14748,1954,104,363,590393,3288989,421365,309157,542747,2493
"00001111100010111111",1027511,64964,81,174049,68832,165743,434925,83804,7677,681969,91670,57936,986823,31804,515,1177,727068,3927,27602,922448,251647,111694,1678,693153,45607,17604,90767,1968,7928527,26782
"00111101100010010001",176501,487447,13409,6377,35430,42100,8611505,15954,44414,980272,43441,81114,352385,63482,2198,16255,37547,10493,1183738,145073,37303,71878,259,261790,70817,34707,177997,3209,1097147,109765
"11101011001000100110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010110100000011010",26986,14495,360269,5446,3,41043,769731,205787,18027,4317,3629,3623849,537612,1631915,31458,43555,245441,1092319,4122,1033877,133987,406676,34058,112304,46185,580259,821522,20247,5795685,497510
"00010111011011110101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010110101010101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001101110010100110",15768,30828,12918,948981,109919,4375220,348699,41831,32232,533030,273324,7338,210882,16258,76979,142105,39627,14197,1375886,184335,32384,383806,152087,161517,818,32315,3258,216741,30849,10201
"01001100110001000101",62791,77538,344192,382659,246189,8634556,271500,294852,1357583,33503,401579,5720,190253,9014,105837,50488,653596,233201,116768,27343,11233,696548,15185,166965,1665,3344,29673,6987268,523,3137
"00100000001011001110",316018,419,15728,234693,716384,68179,19,1958922,8667,19274,135992,10256,3969,1280,7976,14584,7456,9448,209101,400507,675241,458259,473251,4352,10278,751350,12495,307545,51942,365
"00111001100110100100",2815,622115,8306,67219,206432,104052,230219,1842,713411,5735460,693629,17060,271676,8114,9254,56033,10894,88913,16117155,41716,171887,55982,1090,5754,286910,17623,9654,8647,1654,57705
"01000100111100111010",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10110010110101011111",968,0,196,854,24,307952,1,5692,75117,1914,534,85,6353,214376,61504,20,4009,7966,6,60622,4464,422,67,12,2329,21975412,108378,115536,890,6
"10010101011100101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001111110101100101",300,18,227,6596,25,2443119,1092,2704,6320602,45190,461,64,3508,342587,214390,115,1032,18739,89,298,3393,53,115,54,65,37878,44762,220768,1,16
"10110000110001101010",1613,297,4340031,22354,14592,38591,1927,3039,722132,141864,1231392,24619,101157,6358,103649,641232,764,6460218,64266,7855614,1249,24388,107664,4368,46234,22322482,3094,1830949,858329,12422
"11101111100101100100",21092,2169,136114,207238,5660,91649,144396,1442,24897089,10086032,64124,9317,27358,96177,418796,114765,139207,609573,586490,6632,71859,13453,1188,355,22339,43351,2892,173186,751,12367
"11010011111010101100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001011001111111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001101110101110110",237967,3401,123125,4203948,4852,1840957,354565,10532,110054,2280766,429323,20408,958531,810372,1012647,46727,557485,14983,205849,243135,164306,25972,13215,55233,1053,412680,11032,1624282,9457,72979
"00110101000100110110",21444,91155,220125,289909,291,93727,741331,757580,11412,3793489,15530,136551,324607,190033,6984,86468,121524,60443,75236429,34195,8131,2786,3899,270012,59718,54932,153689,19611,3038670,13221240
"00011000110011100010",3147,453614,226905,94453,35327,160877,31891,4330,89851,1313514,7090596,6405,35480,25407,70918,1100563,2166,387999,134281,162090,20332,77746,9603,20844,50953,882436,4761,73277,22745,10119
"11110011110110101010",4449,5655,182256,7684,6779,52261,6552,132,185374,236374,258118,679614,9146,8499,1637274,441655,48593,2143099,46183,1104235,10835,51268,258207,12317,136230,1008519,4222,5213,130103,123277
"00001001001100111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"11000001110100111000",3666,90973,1169972,3761,4240,188581,399062,4363,278614,8066,400353,19189650,627066,45903,2259341,1190,161921,1074894,67222,1403486,146811,122789,537218,3620489,1811,33122,740556,230752,20751,1897816
"00001011011010101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000010110101110111",54,5,262,14693,3,173731,4,18413,43575,3589,3292,220,1625,1437543,538701,47,2411,43279,33,19398,5833,22,88,23,736,1660947,740353,820948,142,5
"01101001010011110011",190226,1972891,42167,65398,571613,77032,14737,16416,88790,4033410,12929925,6519,524,192,151001,3838,81286,7363,798719,55476,6205,2344,71974,1100940,126045,41305,7510,17684,401689,76814
"10111000010001110111",29434,62914,180382,1110428,13106,141645,16220,72868,110936,1593233,3635593,345,47480,1340,3898,125874,42114,55558,909626,1026280,1361,275,34795,9991,13996933,1249612,16779,1530860,152022,39096
"01011111011111101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000110111000101000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111001101110010111",5645,515,2,1122,50,49525,132,52653,148323,2896,6175,822,7553,217942,25201,6,1044,72,469,4283,1868997,549,479,194,3292,70113,306213,1447,5,97
"10110000110111010111",920,3,316,14940,122,144555,1,39959,104332,5280,5052,86,6183,141067,102392,241,494,2700,95,74531,15862,122,59,14,1435,42566991,52982,130501,104,1
"11101101100100110000",6807,189816,1011202,11519,576,16530,8718286,4764,10530783,1066332,279546,1096856,371886,404287,535872,13758,79478,328849,3739829,18589,76131,68056,3262,174609,8317,9297,76893,52639,22616,1986067
"10101111010101011110",4640824,70,53533,594673,4683,6077274,4267,2277,11383,995802,5176,1715,11966,31971,395939,6192,5819542,1017,33532,83755,44758,141839,109606,5489,10850,1533487,2252,527232,104887,21326
"01101000100010111101",23835,2089444,4248,6545,8443681,10818,13656,458413,13497092,98105,17677394,80180,2036131,295,462,321,119447,85299,231521,547579,220731,567271,1996,1123558,391659,5578,74237,5189,105239,14269
"00010001010100011011",963,908,129,439,1,6263408,919,23531,167,365,107,4999,2881,58871,24083,1,1054,496,316,7515,2159,383,7710,81454,237,51805,3677564,32973,6264,10056
"11001110000010010010",65801,398302,81747,249844,3,90785,424903,187987,4699,36017,9375,102703,2227,173880,88092,70804,299781,19885,50411,31414,330338,129735,203946,23936,280285,92433,138576,30873,202077,31756
"01000101010010111111",804439,206141,14650,355190,231626,967595,106585,11931847,8676,52346,139694,418729,475339,848,2370,4148,523949,10282,219485,1390225,14578,19215,772336,102499484,4911,20047,145725,15281,5040291,398286
"11101101010011010000",470759,13006,1611296,31944,25985,258482,66040,22114,412275,782315,35902,9455,3697,5560,389418,27607,36989,3844,208759,38978,63311,27127,206235,49351,4228,1345195,5724,107456,17757,11646
"11010101101001001110",2059214,272,27100,177805,4568,367700,131246,1365421,51820,14200,9624,344970,1411885,187282,14620,54663,18402,45078,13737,1592879,2584306,88055,491856,36798,755,657373,53690,207788,15094,43880
"11101011001010101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000010011010101000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101100001100100111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111011101100000100",8061,3813,8314,14470,1511,194689,154973,289,31645,101056,11415,17861,14800,389250,268791,56798,156077,62140,796134,39974,811736,95780,27012,70,441728,20755,130972,161237,88,30152
"01100000101011010010",59124,24130,202246,3305,76261,1520,289,710314,96572,24132,2425913,571343,2810,143920,1362276,9939,42599,82428,96685,102390,2977424,729601,13529,39165,1966,359069,156199,16450,78375,5008
"01011111101011111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00111110101111110010",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101101000100010101",1777,291,126,6012,1,1017237,4809,208665,697241,5052,70,221,4414,39126,11879,2,2094,195,8050,232,16367,149,706,756,680,5792,357761,137663,20,334
"11000000000010111101",31350,829537,18188,345868,16976,21348,36629,10419664,127396,5562,410016,856111,649998,348,229,1986,28529,213559,107264,8167190,278245,3163,307511,890012,1834145,42877,1640760,92891,142963,22106
"10110110000100000110",6132,903,652417,2967698,3,394167,49027,56547,4792,114308,715,17497,7165,248425,70267,6796234,210040,722061,3284634,55205,3535,15117,44879,151,1163346,329256,36325,1368666,88605,46613
"01100000000110001100",14173,91269,134416,116221,89907,329216,907,440398,281323,8781,85805,225205,20582,269,25668,5855,126308,155239,1627533,49838,220886,2138412,231408,54111,48475,9651,30158,129652,3266,9724
"00001110100011100001",18346,112501,33947,127876,19464,16585,299919,10774,295312,2550610,206517,20758,21398,167281,5164,519664,9097,1274626,63823,28407,13260,20857,69,6720,66752,36038,65596,37216,85345,1127
"11000101100011010111",5973554,5735,4292,9649593,8207,194974,134450,1811490,15621,72578,66878,202769,134059,30762,60385,10169,367792,8930,25066,4968044,1769528,4720,25299,77513,4975,416472,81825,247524,179922,1647
"00011001110100101111",172,686,7,2698,186,15047851,1228,3059,63989,6365,6701,144,110299,14759,4464,5,341,1640,544,6457,2587,1457,1008,6862,369,9849,56343,48048,64,804
"00000000100100000000",311,185377,826134,71706,168,400851,306371,8680,10942,3390,58081,1818068,19347,251774,2146974,22697,56585,3323272,1789364,48578,90502,1378259,21468,23543,4554,2503,1089402,5566734,3235,40926
"11111101011110001110",2928267,3794,52391,248420,70790,2735002,23810,64986,77080,75808,38979,40449,142558,8080,43218,508184,207798,1823,312489,80935,186054,988239,6867990,100709,14420,147811,2235,24628,955,192351
"00101010010110011110",103578,24684,13878,68438,52597,1830048,181,7944,3924,69659,142385,4918,4808,3291,154131,2886,10631683,2361,97122,51441,101564,7843294,112200,27245,196974,103541,9946,31790,60305,10460
"01011101100100000100",31012,1598336,52128,128582,1039,6149461,45435726,44195,244722,166041,15249,172391,1450615,195559,48015,30082,490568,77033,2670161,4259,383159,878327,6900,175209,5515,650,92784,70544,278,1224292
"10000001110000101111",11255,1442,7057,1637580,38431,3675214,80774,14228,7204,5117,385394,74704,240339,530,62943,6203,42279,220937,111472,76827532,6255,11668,7025624,146881,20221,46442,45316,20267315,213398,9663
"01111110000111101100",131015,114403,162429,43637,104955,32506,7320,103411,16706838,21321288,75256,8208,182578,10304,313,599970,44947,349840,254793,1813,38260,81056,210,8839,599587,173726,2781,542,9693,57675
"00101100110000001001",12869,6002,653338,6589,296534,1660552,192695,6255,600408,11827,159713,25368,249770,4285,38362,25416,79355,304177,251005,166054,391,14251736,27045,410691,2492,6502,19272,3114505,168277,12032
"01010000011011010000",37802,1126337,3458388,1137,27406,27835,7606,2614165,10069,13094,146678,529554,9951,124953,77981,90297,22438,111671,70188,38670,581224,41588,134020,526425,11813,478211,3180105,9499,3641,150742
"11001111110100111111",1884,43,19,1652,7,2291632,1161,14289,441533,4005,760,994,71377,390920,50538,3,20291,1288,19,4286,10912,1251,870,7555,90,29384,153999,14452,282,554
"11011101011110010101",14602,1425,92,1580,23,1462414,4394,1038859,41133,1481,99,1257,38234,811494,4199,85,1366,62,403,609,189451,182,3948,7244,308,46762,3054181,3575,1,859
"11011111010011111100",1073428,37064,49845,22307,40143,277183,136663,116141,374313,3650514,12263,9096,645846,12008,526,39659,66386,10678,6250,187211,224146,2905,34486,105751,144211,4515097,21643,1066,40102,98812
"10011001110100011100",83032,43652,22556,33599,9876,11052593,1007535,1540,19253,17115,50889,107967,7712078,45111,63164,907,921802,7358,42214,1840356,1183724,730770,165842,148030,30628,104324,182701,368170,1244,322823
"01001110101010110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101001110011011010",729210,3648,12903,6508,2932115,499120,1201,855,26103,341717,1217901,8022,12113,2046,550110,317,95844,882,16884,751530,314751,3376307,51397,136269,1001,1655983,1571,37137,635314,3026
"11100100000001100111",28519,3431,744777,16247347,1606,43000,18867,4453628,1275221,356275,272915,9200,12332,1358,10160,871729,11930,1676287,3270596,278428,896,355,76945,7551,240293,115818,9566,8201362,268814,7037
"00011010010110011101",895,3178,15,277,60,3235871,42,36435,5781,1343,150,104,10683,39874,444,4,5728,287,34,1112,25640,3304,155,1377,16330,85286,1705450,1680,37,77
"01011011101111011100",4891930,296767,653,1543,483602,78354,18032,21500,56166,263481,94513,327268,366198,422706,12550,513,1844096,2901,2589,22171,280872553,1001947,1036,64414,22766,51678,446674,101,315,89730
"11111011111111000111",5303,6,8,1600,520,456522,2,799,219917,15389,2814,18,87,93327,661253,248,1337,461,29,1168,86528,261,920,2,1450,725437,9395,7527,0,2
"01001011011001110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10100000101111110000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011101111011001100",3801400,1456,33867,25788,2057763,1417153,77568,111876,788233,53013,42079,34688,3293548,37992,8766,124526,18057,6570,3781,546631,4040398,693026,362743,53685,700,1216431,9690,30939,140,5183
"10101010000101100111",70,16,48,132032,1,136047,5,3891,307890,88871,2206,2,32,15603,18600,103,125,8708,1637,445,1098,7,148,0,88412,166912,13554,1043700,36,2
"01010011100010100110",1931,573411,2646,59175,1708,88559,122769,60846,11402,275624,77484,110812,13193,12348,27804,62590,40584,520860,387494,231301,253765,7705,41613,12710,256499,34707,72103,2460,80951,55050
"11110100011000000111",31902,3404,1923323,400617,1843,480099,43376,6002147,31201,3213,35997,35273,26410,12497,42948,6960142,111220,398558,2044358,340577,857,14017,5943128,43050,122303,52833,125883,4013922,16185,94018
"00101010100101011100",77962,5359,19068,7374,105121,147050,1011,2819,462625,276305,153057,9555,88561,61443,70965,250,2847979,37236,27962,26261,1139429,4912083,187,2308,41582,80235,40892,74140,10137,4225
"01101000111011011111",3612630,15968,5507,12909,148413822,118040,80,438367,455041,17852,31043642,14373,98620,1616,56405,1042,1667783,2747,6495,574585,972509,6757586,50268,532332,6672,91871,15341,30222,10790,1386
"10010111101011011111",46931776,148,396,197938,22466,32524,24847,437606,716,76688,4090,242730,742972,1038905,1081,34240,190958,4505,792,16276199,4625782,7169,5166,13734,29070,7059118,567674,4678,1114344,3840
"00111000100110000010",4288,552434,60635,118084,1788,118647,51599,1010,40357,273501,985395,45238,13439,45758,261667,307206,32430,129681,2241200,31927,81327,2684004,3569,4091,276935,40459,6874,45751,13170,26566
"00010011010111000001",334,202,197,1030,8,1728083,77,1049,735,13868,21,192,14,80273,84694,164,114,4743,159,439,2086,13,249,50,970,384612,627851,14220,30,21
"00010111010110010011",1625,366,154,1251,0,1299113,1266,31142,72,7214,6,2231,262,2941018,51766,207,2709,642,310,708,1338,80,252,3805,287,259467,2575494,1402,9034,1161
"10100010010111100010",2072,894,2879518,991583,1057,31323,115,693,24765,1002924,264527,12343,51,15259,5970955,6631986,15066,2174498,329964,128334,1900,2635,109651,143,321585,5974595,3339,965850,45561,1312
"00110000010100001010",3147,22431,3584675,32119,1099,1859374,6948,6681,4107,12419,62864,116101,8643,4434,327532,142461,72333,507681,1609139,114122,797,1072025,831017,117390,54609,87750,25481,998841,238849,622966
"00011000000110101111",361,11912,3,39183,21,664491,165,219656,39182,10348,5010,136,33439,4859,34,33,38,1216,1249,2273,12552,415,295,1675,38341,22921,94856,5540,142,152
"10110101101111000001",3633,1,388,960,53,10244,165,13173,255024,16498,69,2674,3725,5311375,22859,2221,4,6521,416,3688,33723,48,17,11,39,3471264,275865,16574,25,7
"10010111001001010100",452616,900,69936,40548,95,71076,336922,1084967,740,128817,110,53238,44105,4232436,4409,69334,49797,17407,84099,134613,1170932,518,25487,1897,37811,1731177,4993100,67646,30569,80799
"10101110011011110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110000000100010101",37,9227,858,312,2,126329,168,2623061,229463,911,369,1070,4123,28520,3087,4,1229,11680,14138,275,5521,144,92,1457,10857,8145,6343355,20678,69,1362
"00000001000100001110",67672,25159,5425,3075971,676,18122309,61109,59945,206,6981,8415,174554,14989,2115,91711,643,319813,10220,1532399,229829,239017,319790,3305479,146889,8438,3278,91253,2886855,39831,131224
"00101101110101110111",1903,14,130,4524,1040,823061,95,19932,1327912,404131,9063,23,17884,332712,94905,10,1874,444,2223,523,1365,340,8,1667,9,126228,14920,66630,498,98
"11011110011011100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100111110011001011",1106034,270,47007,20803,836706,399822,1879,4306,54963,157271,47895,56014,1309,2444,845373,44041,366822,111596,6057,359628,3116,356195,36247,84674,728,300257,2137,31365,2555215,1403
"00110111000010010100",46935,15660,31998,10391,1841,76348,112026,440609,2129,757015,199,20520,19621,60890,1505,38802,105611,12308,2247382,54827,63720,7586,3462,7878,155523,478367,333242,1931,1654898,58754
"01001011011110001010",290167,255737,7712,12840,11381,3613938,11494,1525,605,9553,69510,304802,248,12887,3146624,6091,1534936,3814,28097,6761,644686,6262904,13443983,394680,6298,2019,50389,10007,1037,196541
"11111111101110100100",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100101011001000111",963283,127,308267,1900025,42522,1308415,7947,885154,22202,24480,32216,9616,1424,3303,675661,266564,143201,25223,708196,280087,4862,3149,9519370,20616,2572,90561,17769,15347339,9402,7069
"00001010110000100000",31,302328,565442,2434,1820,371400,228192,619,79483,49108,290759,18704,5324,61900,687835,57477,33482,4214382,337374,22130,3298,437026,37643,12206,36888,5643,156970,798807,7752,26443
"00011111011011101101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01010000101001010111",217700,400149,18211,54896,12781,35026,33143,12348300,11157,7628,1108376,356329,209085,219697,19564,7507,513310,129075,59854,394660,1465858,27278,7474,260947,52364,22886,4635954,81134,20424,97644
"00010001100100000111",110,344,7,20670,1,5356131,2098,30079,1457,873,179,832,4628,135920,32547,9,446,3184,3200,5333,17838,243,465,277,393,7670,891651,257361,74,161
"00100000100101010111",367,15,96,7986,36,127089,2,181731,88071,3149,4325,180,1720,195673,148766,2,1911,3157,955,3022,24519,841,10,71,139,176254,287681,513464,440,5
"00001001111111111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010110011000001011",83612,6336,784172,25426,66,418781,193584,359926,1582,682,3900,798041,12945,107060,33206,2025399,161724,1065153,11014,436621,1701,53095,7902008,244781,106968,52617,1069191,320478,197042,420894
"11010011101110101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011101000101100110",208367,35355,52394,51868960,64,1427225,4084845,31676,28773,12237979,27050,5583,185230,107439,6245,914528,11584,29527,3135832,40355,51635,566,22870,4776,185435,189984,6833,694901,7078,349098
"11111011011011101001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010000110000000101",1069,118054,519118,191457,2682,2297506,428147,150269,88118,729,142363,101596,219067,3296,97892,184115,123347,4330001,185112,3398323,8775,22715,923292,28699,293244,20030,574732,13757404,817,13872
"00001010001000010111",69086,659235,975,151625,407,329172,63621,641482,95,5374,64752,13895,2122,76161,13133,1322,3513343,4556,277252,38015,318024,75903,133192,40788,1208340,806,6270152,297728,33459,49804
"00000101100101100101",236,20,127,19615,57,449268,1372,163224,508118,40067,229,746,32154,692734,8985,32,51,23635,3139,868,6382,35,6,387,6,22879,439201,300969,54,30
"01101011111001110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010101000101101000",85336,6298,1352719,409255,150,125176,3033375,19924,63550,1285290,3077,759425,582536,143581,2696,389016,801,881194,421212,221428,18094,818,16922,51846,20602,781572,102550,221085,128067,1099663
"00001010010101010010",31315,238604,382989,131876,105,2164501,12162,1604,548,156990,109399,11016,245,267082,7730883,10383,4588471,25331,70967,3914,43126,260817,32198,20303,48323,44794,124393,654148,15971,87176
"10000010010101000111",148,2,313,293085,0,9257833,3,14283,1397,501,91,21,16,54266,837576,173,1673,9512,98,3684,1450,32,10563,2,1803,476620,167602,23949461,11,1
"10000101000001001011",2219157,512,33043,9752518,201,1578345,538431,65605,692,28270,2895,100604,9748,4416,14196,17258,8849,28258,59158,3079776,9860,2993,1020654,67196,8466,198672,47107,13363115,3036277,11888
"01100111010000110011",9140,94200,713082,7602,938,82271,263354,86413,10378,331587,36884,144634,688,13728,422008,32784,914113,380665,2283528,30226,93,2177,103688,2036580,30218,7354,257128,34471,31940600,2616167
"00110001100000010000",1467,110310,210937,518,1345,38226,852014,10466,11074,63303,17474,317552,47306,69692,85391,1714,17233,165415,3154320,277668,60902,48249,6164,53597,25500,73354,1040019,49700,858173,476059
"11110100011001010010",94236,2292,50400888,9593,391,22102,11720,2168697,60999,34791,42091,130095,12699,605183,421554,1917916,33764,205243,213796,83767,11269,16825,414631,63658,7697,4831521,162123,257201,145449,407853
"01000010001110011111",4351,627,4,723,11,93121,2,6272596,1712,52,319,10870,648,179987,6429,1,12404,458,29,1145,987954,4723,2267,3974,853,10712,12756972,1200,124,71
"01101001110001010011",170186,166994,52238,14641,173853,732951,50625,2212,76049,185675,5059422,10748,1504,1858,5805076,422,1338257,10936,153225,88945,15186,131361,46604,470752,6478,11708,14640,417435,109126,45585
"11110010110011101000",1475,1758,3109748,827,129454,4855,508,1942,10335160,258043,404214,61669,21100,4201,65336,1032956,1908,21742098,5890,1273197,7943,22348,18058,1391,209110,22217219,6054,13236,58564,2321
"01100101011001110011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000100000110110011",177,2902,466,16061,0,23057,646,3058998,7555,7327,617,13468,4262,1701851,3693,153,86,7658,4612,865,2873,89,40,16164,260,49401,3597020,8962,17688,555
"10101001011000001100",36541,506,36786,18554,224304,5034419,9590,9334,22618,3980,22964,3080,13681,431,56594,2041,23462,2700,625840,458964,85592,455867,78822350,9676,13763,37832,21997,8154423,638,8831
"01010000001111011111",48988,1189,15,2164,111,61205,3,29958128,12807,603,1932,4988,14304,141299,510,4,726,316,31,2365,1730107,566,285,8393,772,234737,3574661,792,62,167
"11110101101101101011",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011001111011111101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01011100010010010011",206089,25624058,251641,117029,953,849860,2607139,1128020,4702,50681,207304,97610,56292,22254,10096,227192,536462,17730,256243,40147,6356,130793,78084,11660756,179921,14919,234925,13547,339811,937617
"10001110110111100100",14306,1574,355300,1755340,24100,375047,13246,3039,1293884,1824628,133264,6345,131850,558433,254123,5879186,96308,723857,38148,57798,72906,80631,1651,357,14819,1029310,5482,520472,232,376
"10010010000110110101",26,1610,59,5283,0,14266,171,292170,13096,6077,104,1143,5579,432389,286,158,104,25356,592,7577,22770,1,37,30,366875,591248,15733892,4290,155,69
"11001001011011011011",23067453,68237,4630,108247,151971,457628,14313,46434,2168,11154,909552,110138,4090,1668,104448,869,174116,430,2704,1376253,1501381,38718,11227987,1593143,21166,135036,98833,83514,15996,22284
"10100000010100110001",2,132,26300,481,2,36587,61,23468,230517,1267,1882,1422,684,66910,132117,53,57,93044,8429,4261,110,17,1230,538,2410,169817,2611137,1219684,406,262
"01100110010010111000",3829,36650,6466407,238,37581,9470,3802,471867,675685,109975,30190,452911,25077,13161,16950,60393,72458,1133224,148169,38800,2046,267619,28740,1265267,11250,280322,133514,1701,6038665,179495
"01001011110110001001",376,1027,12,55,260,5704672,196,171,77672,529,618,1524,311,13216,379803,1,2646,1716,13,496,28265,43162,1591,2465,64,2856,144692,4891,5,22
"01110110010011110000",5274,101194,29682390,624,12436,2973,7347,403837,982197,4799142,38764,52921,8877,110031,17132,2495905,19468,2732799,277632,8667,1511,3341,790,66114,74963,4191840,93568,700,1235635,190943
"00111000111110011111",3389,100,11,102,9138,261351,2,83980,87265,743,20051,292,96782,168735,4876,8,2405,121,86,6587,98122,107555,162,2785,376,215595,204275,1917,48,48
"00111111101000000101",56056,8681,3328,5274,32872,211215,1657376,17232,26403,208652,4595,7535,59582,216495,3842,71819,179143,41790,1237862,20655,23059,84593,2004,3809,86102,2508,300237,33692,11813,43844
"10000000100010010100",4198,19632,34858,277513,1794,76824,25361,526861,11505,2404,46974,241489,281097,48905,39521,6349,38440,87481,136257,7359106,4880123,116168,67943,4655,47756,499430,1030804,1214727,12324,600
"01100110100010101101",8690,9344,33214,13876,703045,10893,7071,678913,6155365,92602,111889,178013,290245,2653,1034,77271,70708,4638443,152232,285616,6146,207168,1394,58602,57598,16950,46142,8606,658215,2718
"01010100001011101010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100101011000100111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
